"GJB3","ATP9A","FAM46A","KCTD12","CLRN3","CXCL1","PLSCR4","CYFIP2","CFI","ZDHHC2","BHLHE40","SLC28A3","PMP22","GULP1","DFNA5","TMEM98","FLNC","SALL1","ZNF788","CXCL14"
0.474273609536041,16.3551676785452,3.48178467147228,2.71402984204243,0.481434559968592,0.516882535076205,0.730022155685407,2.57311421097934,0.467285554248176,40.7048695181805,8.17115243112591,0.462126853410753,3.1328815035166,25.631887263016,5.415511,0.768437071441816,0.485678059897053,0.458856329829484,0.734441096514467,0.462815623685844
0.494891861951237,17.0995393847681,2.6545380045821,3.44619100712554,0.459305638517203,0.549062454557472,0.693670907258267,1.86176168964733,0.470962193028655,32.472039697608,27.5642244054155,0.466164506406405,4.09652691806566,20.9951038167744,10.79585,0.785556543238915,0.48893561582435,0.45873798051668,0.804205089605018,0.466144270691853
0.473436947064788,13.7851508901612,3.23503347144641,2.33010199723629,0.463907533117584,0.541348468041439,0.703870070889217,2.50364367668727,0.481420585742566,35.3424113113605,39.4239548586743,0.473968820335136,5.12428533789812,21.0372335821384,11.01968,0.727909777880374,0.494925499659377,0.489420336567233,0.799435983987793,0.459905637564025
0.478127045671513,18.7174599084115,3.45269520089768,2.04872701986108,0.464470883024136,0.514889492448494,0.763787366688676,2.64481026665328,0.479168031802555,42.400491472962,42.6168442678972,0.47230670262202,5.48364251679764,24.3828984391028,10.53355,0.720454363348229,0.489522278385204,0.492344211641123,0.701076011888826,0.461219538730435
0.492813782868104,17.4877863816606,3.95173186088548,3.77969523006466,0.464240095203774,0.546623017286819,0.733046624940236,1.83907751250466,0.489336610636381,59.3608371138,29.4245288063112,0.466333499902301,4.50597007372077,17.9149827670867,9.268049,0.741265974538747,0.478344193474961,0.459972722147417,0.730147500888555,0.495367522537354
0.475001185576979,15.0383315235394,2.39872679270613,1.88864919592617,0.46011206597078,0.517708038253451,0.684039655889098,2.39345174989529,0.469437944726741,54.42358432,22.333092683406,0.467876511014323,3.67685063224627,22.0143750579645,9.544005,0.741679761390689,0.488163451665201,0.469161347105542,0.81910828230514,0.461955328166539
0.475520210838181,14.0186559783043,3.49958184933915,3.19754566647414,0.480562214147177,0.524816360607786,0.747184094662195,2.38568620293622,0.494980125948879,26.532216266952,38.9703286683194,0.462161706248615,5.45819080260178,22.5268953382926,11.25528,0.732716339915564,0.49461687278763,0.490837022327838,0.702493943854233,0.49217565060032
0.481320546671585,15.9086445590167,2.55975644896365,2.26232909290155,0.464851855818376,0.535332604742268,0.756306798381405,2.71890177036651,0.469434937238371,40.2321627630405,35.9798244005565,0.467269012707934,5.60324049809233,22.1578643922466,11.3394,0.780034636308612,0.485503845379925,0.460959943503744,0.710307590870494,0.467768516362408
0.48105352658141,7.17216380909866,2.17822186559738,2.76842383072194,0.471352071965193,0.546453842288759,0.727779091431208,3.15622738822718,0.491755595837968,43.5228685631805,32.0759641912433,0.466991084225813,4.56503708325407,27.2042463200811,12.21305,0.787058642361159,0.493107332520871,0.488764691594792,0.70308549221973,0.492624577760601
0.475569481534209,24.6519808394093,3.19217608365665,2.34616990012234,0.462087568108212,0.513437417657811,0.662238793133899,3.07768483657482,0.463013944045934,15.4600917710125,9.22179520760115,0.46164337755055,3.43226076955815,15.1532753808335,4.504543,0.723459717138859,0.482916427889813,0.460299257084315,0.753045714330131,0.492737569782585
