"GJB3","ATP9A","FAM46A","KCTD12","CLRN3","CXCL1","PLSCR4","CYFIP2","CFI","ZDHHC2","BHLHE40","SLC28A3","PMP22","GULP1","DFNA5","TMEM98","FLNC","SALL1","ZNF788","CXCL14"
-0.687675272008122,0.401944479009756,0.449800154109413,-0.334957220137123,0.530810846948247,-0.69950131270307,0.078058762020136,-0.00784792722222931,-0.646595017660987,0.557049073932494,-2.14302340664854,-0.50599071475544,-0.996738867174095,1.01389910452593,-1.10858022713913,0.604198881163214,-0.280053053602579,-0.61842637139817,-0.684617851843935,-0.477649101072697
2.39616977224232,0.538398887420562,-1.01937908844679,0.798866964988296,-0.434132197050034,2.33658703973966,-0.749053330512917,-1.25437013167216,-0.522551588613018,0.0129558341248844,0.292310675439934,-0.304032872327256,-0.130750250503365,0.526151045291583,1.09038529073512,1.91204439397229,0.255100204220316,-0.621395290333261,0.750733962842674,-0.366495028511568
-0.727022283081488,-0.0853912181716795,-0.0228343411408741,-0.842407800012531,-0.309951295378012,0.633765632938942,-0.560146748047328,-0.146351221950138,0.0136901946220426,0.209644586972208,1.3694508284983,0.212186844355576,0.905629952593793,0.53074987810436,1.18186548405859,-0.891888390447744,2.36212415002296,1.39244918693004,0.597440751127203,-0.563254766269728
-0.478194492746783,0.828594143914587,0.392524650553179,-1.17795489398342,-0.293112896295405,-0.748820837641502,1.53259983654838,0.139133966758501,-0.135338177577525,0.662130503173256,1.63234970348775,0.0841631046335339,1.29431237326593,0.885939293135012,0.983182258484104,-1.05807349147544,0.377178602991816,2.1086203222065,-1.0422826362517,-0.525796565526617
1.52344245175781,0.608812517703733,1.43391346031887,1.39078078319543,-0.300059194229422,1.55266378842716,0.171393025166577,-1.28818397931664,0.871190428758962,1.61624539780491,0.473853817275501,-0.294796022197261,0.268539039340352,0.180179916605758,0.465967067799021,-0.533082792996653,-1.00577616733119,-0.589775680575419,-0.737768205213658,3.76684037407579
-0.651864679253964,0.155562558808889,-1.40882122445978,-1.35552091695387,-0.413934367774844,-0.677898545581278,-0.905596993228756,-0.358284282836757,-0.576689764753913,1.35428773400516,-0.251292504272327,-0.207114963522434,-0.520835614626978,0.636490864476148,0.578751360471009,-0.520441922145122,0.108471180116507,-0.29765494601851,1.32918165140503,-0.503977308819738
-0.625348850832581,-0.0399821687022814,0.485048466047961,0.38871965831281,0.463331214696542,-0.455782970028805,0.686576692266263,-0.372866069052517,2.48943171192557,-0.423362178276453,1.33130369448242,-0.50438701505977,1.26634517265326,0.691267743159042,1.2781561222528,-0.772833152054164,2.17223428304346,1.69649188459028,-1.02933186890654,2.25448856580467
-0.257473637962773,0.319135935952513,-1.16714307470308,-0.925996594095719,-0.281496967478076,0.077220472769659,1.11004907912746,0.295410027078365,-0.57679256431739,0.527370692540231,1.07444037052163,-0.24237526812826,1.42661906591406,0.651873096226747,1.31253629409022,1.40623747680911,-0.303472556156263,-0.563422741924699,-0.954805877182443,-0.306106276588719
-0.278043898224279,-1.50098888128772,-1.72093673210716,-0.258319422373558,-0.048880488044836,1.51073526304004,0.0120112666849963,1.3125525254828,1.35680058578723,0.730547861770601,0.723609704511273,-0.258181247973993,0.327641417714956,1.17178782787301,1.66960045393049,2.06868826432078,1.43537289809302,1.27162611416919,-1.02387862830875,2.40583550749638
-0.622787899251659,1.8305247775382,-0.101895700946688,-0.82232992883236,-0.361760652381128,-0.78244737886378,-1.1997262049825,1.11756868299335,-0.766793019821878,-1.39122965134845,-1.96650717400936,-0.52801115074405,-0.73902936368582,-0.148878510544854,-1.48089639901731,-0.99357074072913,-0.607955682682674,-0.581168011346255,-0.422177795962058,2.44612245780677
-0.653812239358532,-0.664072387982184,1.81114413349127,0.349570176637627,-0.069652353652388,2.79280487340154,-0.390785246094685,-1.32333103708395,-0.56866984906048,0.329967003386531,-0.158960374708426,-0.297378429238587,1.54642551990932,0.193980951602328,0.431253393581436,-0.970173871880773,-0.797319446044207,-0.601863210015531,0.813230012367385,-0.413392918100837
2.59547140147674,0.530648125226195,-0.105093928501892,1.22524254592388,-0.337766850313295,1.870847684569,0.104340888377742,-1.3769621541121,-0.270380643336899,-0.00196405685384354,1.22908596216422,-0.22448629997488,-1.09684702842555,-0.598654752476902,1.19994245743435,-0.0164260630614606,-0.234159062118978,-0.461758483439171,-0.823172428630335,2.32728782503663
